,Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
44468,2019,CA,California,Sonoma,6097,6097153502,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.3,,,89.7,91.0,"3,684",POINT (-122.8739091 38.34243898),6097153502,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44477,2019,CA,California,Sonoma,6097,6097150702,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.3,,,71.1,73.6,"4,552",POINT (-122.6258145 38.20108918),6097150702,PREVENT,BPMED,CrdPrv,Taking BP Medication
44478,2019,CA,California,Sonoma,6097,6097153103,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,60.5,,,59.3,61.7,"4,716",POINT (-122.7341704 38.41981308),6097153103,PREVENT,BPMED,CrdPrv,Taking BP Medication
44479,2019,CA,California,Sonoma,6097,6097151401,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,21.8,,,21.0,22.5,"7,306",POINT (-122.6877295 38.40832426),6097151401,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44484,2019,CA,California,Sonoma,6097,6097153006,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.7,,,86.4,86.9,"7,286",POINT (-122.7584425 38.44331216),6097153006,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44486,2019,CA,California,Sonoma,6097,6097152501,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,26.3,,,25.5,27.2,"4,178",POINT (-122.6568256 38.46562192),6097152501,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44488,2019,CA,California,Sonoma,6097,6097153903,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.1,,,89.7,90.4,"3,760",POINT (-122.856998 38.61897),6097153903,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44490,2019,CA,California,Sonoma,6097,6097154302,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.4,,,32.9,34.0,"3,747",POINT (-122.9821246 38.36583071),6097154302,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44498,2019,CA,California,Sonoma,6097,6097153901,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.6,,,30.0,31.3,"5,421",POINT (-122.8220813 38.61292968),6097153901,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44504,2019,CA,California,Sonoma,6097,6097150305,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.1,,,81.3,82.8,"5,282",POINT (-122.4927214 38.32603679),6097150305,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44517,2019,CA,California,Sonoma,6097,6097152905,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.7,,,85.3,86.2,"4,037",POINT (-122.7593359 38.47022731),6097152905,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44525,2019,CA,California,Sonoma,6097,6097150611,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,65.8,,,64.4,67.1,"4,067",POINT (-122.5874493 38.23985408),6097150611,PREVENT,BPMED,CrdPrv,Taking BP Medication
44527,2019,CA,California,Sonoma,6097,6097152203,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,28.8,,,28.0,29.8,"3,527",POINT (-122.7070407 38.44834111),6097152203,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44535,2019,CA,California,Sonoma,6097,6097153200,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,61.9,,,60.9,62.7,"7,522",POINT (-122.7283906 38.3880655),6097153200,PREVENT,BPMED,CrdPrv,Taking BP Medication
44537,2019,CA,California,Sonoma,6097,6097150303,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.6,,,36.8,38.5,"4,170",POINT (-122.522976 38.29997257),6097150303,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44539,2019,CA,California,Sonoma,6097,6097151700,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.9,,,29.1,30.7,"6,978",POINT (-122.6658893 38.45108865),6097151700,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44546,2019,CA,California,Sonoma,6097,6097150702,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.9,,,90.6,91.1,"4,552",POINT (-122.6258145 38.20108918),6097150702,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44549,2019,CA,California,Sonoma,6097,6097150202,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.5,,,29.3,31.6,"5,103",POINT (-122.4393216 38.31883385),6097150202,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44571,2019,CA,California,Sonoma,6097,6097153102,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,24.4,,,23.7,25.2,"5,742",POINT (-122.7216578 38.42010072),6097153102,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44576,2019,CA,California,Sonoma,6097,6097150305,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,25.7,,,25.1,26.4,"5,282",POINT (-122.4927214 38.32603679),6097150305,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44577,2019,CA,California,Sonoma,6097,6097150603,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.3,,,28.5,30.2,"7,249",POINT (-122.6178897 38.25448841),6097150603,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44586,2019,CA,California,Sonoma,6097,6097153901,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.0,,,27.1,28.9,"5,421",POINT (-122.8220813 38.61292968),6097153901,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44587,2019,CA,California,Sonoma,6097,6097153300,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,63.4,,,62.6,64.3,"11,010",POINT (-122.7670647 38.39533528),6097153300,PREVENT,BPMED,CrdPrv,Taking BP Medication
44594,2019,CA,California,Sonoma,6097,6097151700,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.4,,,28.2,30.5,"6,978",POINT (-122.6658893 38.45108865),6097151700,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44596,2019,CA,California,Sonoma,6097,6097153807,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.6,,,89.5,89.7,"3,861",POINT (-122.7365451 38.57909624),6097153807,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44600,2019,CA,California,Sonoma,6097,6097153001,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.6,,,82.9,84.2,"6,594",POINT (-122.7367457 38.45091943),6097153001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44615,2019,CA,California,Sonoma,6097,6097151402,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,65.3,,,64.7,66.0,"9,177",POINT (-122.7058248 38.39775066),6097151402,PREVENT,BPMED,CrdPrv,Taking BP Medication
44621,2019,CA,California,Sonoma,6097,6097150500,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.1,,,73.5,74.7,"5,283",POINT (-122.530653 38.3857562),6097150500,PREVENT,BPMED,CrdPrv,Taking BP Medication
44625,2019,CA,California,Sonoma,6097,6097154304,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33.1,,,32.4,33.7,"2,400",POINT (-123.2008321 38.63514491),6097154304,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44627,2019,CA,California,Sonoma,6097,6097153404,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.0,,,31.2,32.8,"4,011",POINT (-122.8272072 38.38197359),6097153404,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44630,2019,CA,California,Sonoma,6097,6097151201,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,28.6,,,28.2,29.1,"6,855",POINT (-122.7029202 38.31727241),6097151201,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44631,2019,CA,California,Sonoma,6097,6097153706,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.7,,,89.6,89.8,"4,092",POINT (-122.9047107 38.4708187),6097153706,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44645,2019,CA,California,Sonoma,6097,6097153600,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.2,,,28.9,31.6,"5,327",POINT (-122.8881511 38.42059209),6097153600,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44648,2019,CA,California,Sonoma,6097,6097152600,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.4,,,31.7,33.0,"8,365",POINT (-122.6391502 38.52247192),6097152600,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44654,2019,CA,California,Sonoma,6097,6097154100,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,31.9,,,31.4,32.4,"3,729",POINT (-122.8223856 38.72990158),6097154100,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44657,2019,CA,California,Sonoma,6097,6097153600,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.7,,,31.8,33.7,"5,327",POINT (-122.8881511 38.42059209),6097153600,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44658,2019,CA,California,Sonoma,6097,6097150603,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,27.6,,,26.5,28.7,"7,249",POINT (-122.6178897 38.25448841),6097150603,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44664,2019,CA,California,Sonoma,6097,6097154100,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.1,,,29.3,30.8,"3,729",POINT (-122.8223856 38.72990158),6097154100,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44665,2019,CA,California,Sonoma,6097,6097153903,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.2,,,70.7,73.5,"3,760",POINT (-122.856998 38.61897),6097153903,PREVENT,BPMED,CrdPrv,Taking BP Medication
44668,2019,CA,California,Sonoma,6097,6097151306,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,68.9,,,67.5,70.2,"3,636",POINT (-122.6932888 38.34711779),6097151306,PREVENT,BPMED,CrdPrv,Taking BP Medication
44676,2019,CA,California,Sonoma,6097,6097151900,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.5,,,28.5,30.6,"3,158",POINT (-122.7083532 38.43517162),6097151900,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44679,2019,CA,California,Sonoma,6097,6097154302,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.5,,,90.4,90.6,"3,747",POINT (-122.9821246 38.36583071),6097154302,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44682,2019,CA,California,Sonoma,6097,6097151503,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75.2,,,74.0,76.4,"3,572",POINT (-122.6284193 38.41235453),6097151503,PREVENT,BPMED,CrdPrv,Taking BP Medication
44691,2019,CA,California,Sonoma,6097,6097152802,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,65.7,,,64.4,67.0,"6,807",POINT (-122.7356618 38.46513505),6097152802,PREVENT,BPMED,CrdPrv,Taking BP Medication
44703,2019,CA,California,Sonoma,6097,6097151201,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.2,,,86.0,86.5,"6,855",POINT (-122.7029202 38.31727241),6097151201,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44706,2019,CA,California,Sonoma,6097,6097150609,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,31.4,,,30.4,32.4,"4,465",POINT (-122.6438375 38.25999779),6097150609,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44710,2019,CA,California,Sonoma,6097,6097150901,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.5,,,84.8,86.3,"4,904",POINT (-122.6426229 38.2473829),6097150901,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44722,2019,CA,California,Sonoma,6097,6097154201,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.3,,,84.2,84.4,"3,925",POINT (-123.0168765 38.81370807),6097154201,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44723,2019,CA,California,Sonoma,6097,6097153404,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.6,,,28.5,30.8,"4,011",POINT (-122.8272072 38.38197359),6097153404,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44726,2019,CA,California,Sonoma,6097,6097150701,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.5,,,25.2,27.9,"4,609",POINT (-122.6296607 38.23348458),6097150701,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44728,2019,CA,California,Sonoma,6097,6097151301,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,63.0,,,61.7,64.3,"4,587",POINT (-122.7001716 38.33419755),6097151301,PREVENT,BPMED,CrdPrv,Taking BP Medication
44739,2019,CA,California,Sonoma,6097,6097151307,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.6,,,26.8,28.4,"5,174",POINT (-122.6996297 38.37051692),6097151307,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44743,2019,CA,California,Sonoma,6097,6097151310,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,55.2,,,53.5,56.8,"6,143",POINT (-122.6825522 38.33932491),6097151310,PREVENT,BPMED,CrdPrv,Taking BP Medication
44746,2019,CA,California,Sonoma,6097,6097152201,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,24.1,,,23.1,25.0,"3,846",POINT (-122.7128593 38.45703202),6097152201,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44749,2019,CA,California,Sonoma,6097,6097153502,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.9,,,31.8,34.0,"3,684",POINT (-122.8739091 38.34243898),6097153502,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44768,2019,CA,California,Sonoma,6097,6097151700,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.8,,,87.0,88.6,"6,978",POINT (-122.6658893 38.45108865),6097151700,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44774,2019,CA,California,Sonoma,6097,6097151309,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.6,,,86.4,86.8,"4,865",POINT (-122.6341393 38.34406604),6097151309,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44782,2019,CA,California,Sonoma,6097,6097153804,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.0,,,86.8,87.3,"3,239",POINT (-122.8126601 38.55651892),6097153804,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44786,2019,CA,California,Sonoma,6097,6097151310,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,17.9,,,17.3,18.5,"6,143",POINT (-122.6825522 38.33932491),6097151310,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44789,2019,CA,California,Sonoma,6097,6097151504,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.2,,,71.8,74.4,"3,563",POINT (-122.6678321 38.43609803),6097151504,PREVENT,BPMED,CrdPrv,Taking BP Medication
44798,2019,CA,California,Sonoma,6097,6097153600,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.4,,,72.1,74.5,"5,327",POINT (-122.8881511 38.42059209),6097153600,PREVENT,BPMED,CrdPrv,Taking BP Medication
44800,2019,CA,California,Sonoma,6097,6097152300,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.5,,,75.0,77.8,"4,329",POINT (-122.6991365 38.46005112),6097152300,PREVENT,BPMED,CrdPrv,Taking BP Medication
44817,2019,CA,California,Sonoma,6097,6097150304,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,67.5,,,66.6,68.6,"6,158",POINT (-122.4901627 38.30680561),6097150304,PREVENT,BPMED,CrdPrv,Taking BP Medication
44818,2019,CA,California,Sonoma,6097,6097151311,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,19.7,,,18.8,20.5,"6,382",POINT (-122.6768567 38.32599808),6097151311,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44822,2019,CA,California,Sonoma,6097,6097154302,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.4,,,73.7,75.2,"3,747",POINT (-122.9821246 38.36583071),6097154302,PREVENT,BPMED,CrdPrv,Taking BP Medication
44825,2019,CA,California,Sonoma,6097,6097153006,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,27.2,,,26.3,28.1,"7,286",POINT (-122.7584425 38.44331216),6097153006,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44830,2019,CA,California,Sonoma,6097,6097153502,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30.3,,,28.9,32.0,"3,684",POINT (-122.8739091 38.34243898),6097153502,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44839,2019,CA,California,Sonoma,6097,6097151900,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.1,,,28.3,29.9,"3,158",POINT (-122.7083532 38.43517162),6097151900,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44840,2019,CA,California,Sonoma,6097,6097151309,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,24.7,,,23.8,25.6,"4,865",POINT (-122.6341393 38.34406604),6097151309,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44847,2019,CA,California,Sonoma,6097,6097152201,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,64.5,,,62.9,65.9,"3,846",POINT (-122.7128593 38.45703202),6097152201,PREVENT,BPMED,CrdPrv,Taking BP Medication
44849,2019,CA,California,Sonoma,6097,6097153401,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.1,,,88.9,89.3,"6,131",POINT (-122.8421721 38.41302007),6097153401,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44851,2019,CA,California,Sonoma,6097,6097154201,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,69.7,,,68.6,70.7,"3,925",POINT (-123.0168765 38.81370807),6097154201,PREVENT,BPMED,CrdPrv,Taking BP Medication
44853,2019,CA,California,Sonoma,6097,6097152904,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,66.7,,,65.5,67.9,"5,095",POINT (-122.7607378 38.46115507),6097152904,PREVENT,BPMED,CrdPrv,Taking BP Medication
44856,2019,CA,California,Sonoma,6097,6097152801,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.6,,,24.6,26.6,"5,547",POINT (-122.7503891 38.48286905),6097152801,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44870,2019,CA,California,Sonoma,6097,6097152203,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.2,,,87.0,87.5,"3,527",POINT (-122.7070407 38.44834111),6097152203,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44877,2019,CA,California,Sonoma,6097,6097150204,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.0,,,74.7,77.2,"3,678",POINT (-122.4510087 38.28679094),6097150204,PREVENT,BPMED,CrdPrv,Taking BP Medication
44878,2019,CA,California,Sonoma,6097,6097151100,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.8,,,24.5,27.0,"5,151",POINT (-122.7528019 38.26450304),6097151100,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44879,2019,CA,California,Sonoma,6097,6097153809,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.9,,,86.6,87.3,"4,336",POINT (-122.7813126 38.53316568),6097153809,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44882,2019,CA,California,Sonoma,6097,6097153808,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,28.5,,,27.7,29.4,"4,251",POINT (-122.8080827 38.54267003),6097153808,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44883,2019,CA,California,Sonoma,6097,6097152202,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.7,,,71.6,73.8,"6,763",POINT (-122.6753675 38.46705986),6097152202,PREVENT,BPMED,CrdPrv,Taking BP Medication
44887,2019,CA,California,Sonoma,6097,6097151504,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.8,,,89.2,90.4,"3,563",POINT (-122.6678321 38.43609803),6097151504,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44892,2019,CA,California,Sonoma,6097,6097150500,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.8,,,90.7,90.9,"5,283",POINT (-122.530653 38.3857562),6097150500,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44895,2019,CA,California,Sonoma,6097,6097150603,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.2,,,87.0,87.4,"7,249",POINT (-122.6178897 38.25448841),6097150603,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44897,2019,CA,California,Sonoma,6097,6097150701,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,68.3,,,66.8,69.7,"4,609",POINT (-122.6296607 38.23348458),6097150701,PREVENT,BPMED,CrdPrv,Taking BP Medication
44899,2019,CA,California,Sonoma,6097,6097152701,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.4,,,88.2,88.5,"5,271",POINT (-122.7468694 38.5288949),6097152701,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44901,2019,CA,California,Sonoma,6097,6097152801,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.5,,,26.7,28.3,"5,547",POINT (-122.7503891 38.48286905),6097152801,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44902,2019,CA,California,Sonoma,6097,6097153704,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.0,,,29.8,32.2,"3,728",POINT (-123.0063526 38.53105154),6097153704,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44903,2019,CA,California,Sonoma,6097,6097152400,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,92.0,,,91.9,92.0,"10,001",POINT (-122.7072947 38.48579891),6097152400,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44907,2019,CA,California,Sonoma,6097,6097151309,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.7,,,27.0,28.4,"4,865",POINT (-122.6341393 38.34406604),6097151309,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44911,2019,CA,California,Sonoma,6097,6097153806,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.0,,,70.6,73.2,"3,288",POINT (-122.8020381 38.55255134),6097153806,PREVENT,BPMED,CrdPrv,Taking BP Medication
44920,2019,CA,California,Sonoma,6097,6097153808,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.9,,,25.8,27.9,"4,251",POINT (-122.8080827 38.54267003),6097153808,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44931,2019,CA,California,Sonoma,6097,6097153005,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.5,,,28.9,30.2,"6,669",POINT (-122.80121 38.43349379),6097153005,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44935,2019,CA,California,Sonoma,6097,6097151502,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.2,,,29.4,31.0,"6,591",POINT (-122.6548333 38.38965058),6097151502,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
44953,2019,CA,California,Sonoma,6097,6097151502,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.8,,,88.7,88.9,"6,591",POINT (-122.6548333 38.38965058),6097151502,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
44964,2019,CA,California,Sonoma,6097,6097153807,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.2,,,24.2,26.3,"3,861",POINT (-122.7365451 38.57909624),6097153807,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
44972,2019,CA,California,Sonoma,6097,6097150202,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.7,,,31.9,33.5,"5,103",POINT (-122.4393216 38.31883385),6097150202,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
